Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
426;BANCO BICA S.A.;2019-11-26;7075- ACTIVOS- MUN PUEYRREDON 2;7075;Pesos;150000;1000;36;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;84,80;Fija;98,42;712,71;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7075- ACTIVOS- MUN PUEYRREDON 2;7075;Pesos;150000;1000;36;8400;12;82;30,00;Beneficiarios de cuentas de la seguridad social;,00;84,80;Fija;98,42;712,71;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7075- ACTIVOS- MUN PUEYRREDON 2;7075;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;84,80;Fija;98,42;712,71;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7317-CLIENTES SELECCIONADOS DE IAPSER-IAPV-SA SS FUNEBRES;7317;Pesos;500000;1000;60;8400;12;79;30,00;Empleados públicos;,00;103,18;Fija;134,58;744,76;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7043-VOLUNTARIOS CLIENTES SELECCIONADOS;7043;Pesos;300000;1000;60;8400;12;79;30,00;Empleados públicos;,00;123,20;Fija;162,45;695,45;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7056- ACTIVOS-SITOS 1;7056;Pesos;150000;1000;18;8400;12;82;30,00;Empleados públicos;,00;181,58;Fija;201,89;1400,00;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7060- ACTIVOS MUPEDUC 1;7060;Pesos;150000;1000;9;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;112,94;Fija;113,52;1600,56;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7301- ACTIVOS- MUPEDUC 15- 36;7301;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;111,99;Fija;129,50;836,30;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7340- CREDIFE - MINISTERIO DE SALUD;7340;Pesos;300000;1000;60;8400;12;64;30,00;Empleados públicos;,00;175,04;Fija;210,36;1094,33;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7343-  M. VOLUNTARIO - AUTOMOTORES TARDICIONAL;7343;Pesos;300000;1000;60;8400;12;64;30,00;Clientes con cuenta en la entidad;,00;88,37;Fija;114,27;671,05;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7068- ACTIVOS- CREDIFE;7068;Pesos;150000;1000;60;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;149,61;Fija;180,69;987,33;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7340- CREDIFE - MINISTERIO DE SALUD;7340;Pesos;300000;1000;60;8400;12;64;30,00;Clientes con cuenta en la entidad;,00;175,04;Fija;210,36;1094,33;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7099- ACTIVOS DARDO ROCHA 2;7099;Pesos;150000;1000;9;8400;12;82;30,00;Empleados públicos;,00;170,80;Fija;180,46;1813,27;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7061- ACTIVOS MUPEDUC 2;7061;Pesos;150000;1000;36;8400;12;82;30,00;Beneficiarios de cuentas de la seguridad social;,00;81,32;Fija;94,43;696,27;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7080- ACTIVOS- UPCN 1;7080;Pesos;150000;1000;36;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;133,44;Fija;151,26;918,28;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7065- PASIVOS- CREDIFE;7065;Pesos;150000;1000;60;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;166,31;Fija;200,22;1058,58;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7102- ACTIVOS DARDO ROCHA 1;7102;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;138,40;Fija;164,79;967,42;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7048- ACTIVOS CIRCULO SUBOFICIALES POLICIA FEDERAL 2;7048;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;161,32;Fija;188,09;1158,00;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7343-  M. VOLUNTARIO - AUTOMOTORES TARDICIONAL;7343;Pesos;300000;1000;60;8400;12;64;30,00;Empleados públicos;,00;88,37;Fija;114,27;671,05;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7339- AMCL - MINISTERIO DE SALUD;7339;Pesos;300000;1000;60;8400;12;64;30,00;Empleados públicos;,00;175,04;Fija;210,36;1094,33;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7051- ACTIVOS SALUD 3;7051;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;87,73;Fija;100,01;624,20;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7324- CREDIFE - MINISTERIO DE SEGURIDAD;7324;Pesos;300000;1000;60;8400;12;64;30,00;Clientes con cuenta en la entidad;,00;182,73;Fija;219,26;1125,03;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7323- AMCL - MINISTERIO DE SEGURIDAD;7323;Pesos;300000;1000;60;8400;12;64;30,00;Empleados públicos;,00;182,73;Fija;219,26;1125,03;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7059-7063 PASIVOS CIRCULO POLICIAL;7059-7063;Pesos;250000;1000;60;8400;12;82;30,00;Empleados públicos;,00;175,04;Fija;210,36;1094,33;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7042-SUELDO CLIENTES SELECCIONADOS;7042;Pesos;500000;1000;60;8400;12;79;30,00;Clientes con cuenta en la entidad;,00;107,05;Fija;139,93;763,40;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7100- ACTIVOS SALUD 1;7100;Pesos;150000;1000;9;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;117,84;Fija;113,52;1600,56;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7344-  M. VOLUNTARIO - AUTOMOTORES SUBSIDIADA;7344;Pesos;300000;1000;60;8400;12;64;30,00;Clientes con cuenta en la entidad;,00;71,25;Fija;91,15;581,24;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7098- ACTIVOS- MUN PUEYRREDON 1;7098;Pesos;150000;1000;18;8400;12;82;30,00;Empleados públicos;,00;75,54;Fija;83,93;913,90;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7309- EX CAMBATIENTES 2;7309;Pesos;150000;1000;60;8400;12;82;30,00;Personas humanas en relación de dependencia;,00;166,31;Fija;200,22;1058,58;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7309- EX CAMBATIENTES 2;7309;Pesos;150000;1000;60;8400;12;82;30,00;Beneficiarios de cuentas de la seguridad social;,00;166,31;Fija;200,22;1058,58;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7069- ACTIVOS SALUD 2;7069;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;104,06;Fija;118,44;793,92;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7080- ACTIVOS- UPCN 1;7080;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;133,44;Fija;151,26;918,28;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7061- ACTIVOS MUPEDUC 2;7061;Pesos;150000;1000;36;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;81,32;Fija;94,43;696,27;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7102- ACTIVOS DARDO ROCHA 1;7102;Pesos;150000;1000;36;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;138,40;Fija;164,79;967,42;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7074- ACTIVOS DARDO ROCHA 3;7074;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;160,91;Fija;190,80;1058,14;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7098- ACTIVOS- MUN PUEYRREDON 1;7098;Pesos;150000;1000;18;8400;12;82;30,00;Beneficiarios de cuentas de la seguridad social;,00;75,54;Fija;83,93;913,90;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7309- EX CAMBATIENTES 2;7309;Pesos;150000;1000;60;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;166,31;Fija;200,22;1058,58;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7342- ACTIVOS- UPCN NUEVA;7342;Pesos;300000;1000;18;8400;12;64;30,00;Beneficiarios de cuentas de la seguridad social;,00;69,35;Fija;77,90;1158,70;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7344-  M. VOLUNTARIO - AUTOMOTORES SUBSIDIADA;7344;Pesos;300000;1000;60;8400;12;64;30,00;Empleados públicos;,00;71,25;Fija;91,15;581,24;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7342- ACTIVOS- UPCN NUEVA;7342;Pesos;300000;1000;18;8400;12;64;30,00;Clientes con cuenta en la entidad;,00;69,35;Fija;77,90;1158,70;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7099- ACTIVOS DARDO ROCHA 2;7099;Pesos;150000;1000;9;8400;12;82;30,00;Beneficiarios de cuentas de la seguridad social;,00;170,80;Fija;180,46;1813,27;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7309- EX CAMBATIENTES 2;7309;Pesos;150000;1000;60;8400;12;82;30,00;Empleados públicos;,00;166,31;Fija;200,22;1058,58;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7060- ACTIVOS MUPEDUC 1;7060;Pesos;150000;1000;9;8400;12;82;30,00;Empleados públicos;,00;112,94;Fija;113,52;1600,56;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7342- ACTIVOS- UPCN NUEVA;7342;Pesos;300000;1000;18;8400;12;64;30,00;Empleados públicos;,00;69,35;Fija;77,90;1158,70;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7055-ACTIVOS MUTUAL AMSAPP;7055;Pesos;250000;1000;60;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;182,73;Fija;219,26;1125,03;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7055-ACTIVOS MUTUAL AMSAPP;7055;Pesos;250000;1000;60;8400;12;82;30,00;Empleados públicos;,00;182,73;Fija;219,26;1125,03;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7058-7062 ACTIVOS CIRCULO POLICIAL;7058-7062;Pesos;250000;1000;60;8400;12;82;30,00;Empleados públicos;,00;182,73;Fija;219,26;1125,03;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7047- ACTIVOS CIRCULO SUBOFICIALES POLICIA FEDERAL 1;7047;Pesos;150000;1000;18;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;173,05;Fija;192,75;1332,00;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7343-  M. VOLUNTARIO - AUTOMOTORES TARDICIONAL;7343;Pesos;300000;1000;60;8400;12;64;30,00;Beneficiarios de cuentas de la seguridad social;,00;88,37;Fija;114,27;671,05;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7019-MERCADO VOLUNTARIO;7019;Pesos;300000;1000;60;8400;12;79;30,00;Clientes con cuenta en la entidad;,00;123,20;Fija;162,45;695,45;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7012-MERCADO VOLUNTARIO;7012;Pesos;300000;1000;60;8400;12;79;30,00;Empleados públicos;,00;123,20;Fija;162,45;695,45;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7300- ACTIVOS- MUPEDUC 12;7300;Pesos;150000;1000;12;8400;12;82;30,00;Empleados públicos;,00;99,16;Fija;104,70;1275,09;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7066- ACTIVOS-SITOS 2;7066;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;165,08;Fija;192,35;1141,43;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7100- ACTIVOS SALUD 1;7100;Pesos;150000;1000;9;8400;12;82;30,00;Empleados públicos;,00;117,84;Fija;113,52;1600,56;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7098- ACTIVOS- MUN PUEYRREDON 1;7098;Pesos;150000;1000;18;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;75,54;Fija;83,93;913,90;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7066- ACTIVOS-SITOS 2;7066;Pesos;150000;1000;36;8400;12;82;30,00;Personas humanas Responsables Inscriptos;,00;165,08;Fija;192,35;1141,43;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7343-  M. VOLUNTARIO - AUTOMOTORES TARDICIONAL;7343;Pesos;300000;1000;60;8400;12;64;30,00;Personas humanas Responsables Inscriptos;,00;88,37;Fija;114,27;671,05;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7075- ACTIVOS- MUN PUEYRREDON 2;7075;Pesos;150000;1000;36;8400;12;82;30,00;Personas humanas Responsables Inscriptos;,00;84,80;Fija;98,42;712,71;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7055-ACTIVOS MUTUAL AMSAPP;7055;Pesos;250000;1000;60;8400;12;82;30,00;Personas humanas Responsables Inscriptos;,00;182,73;Fija;219,26;1125,03;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7079- ACTIVOS- AMDR 14-12;7079;Pesos;150000;1000;48;8400;12;82;30,00;Empleados públicos;,00;48,54;Fija;59,50;471,81;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7065- PASIVOS- CREDIFE;7065;Pesos;150000;1000;60;8400;12;82;30,00;Personas humanas Responsables Inscriptos;,00;166,31;Fija;200,22;1058,58;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7066- ACTIVOS-SITOS 2;7066;Pesos;150000;1000;36;8400;12;82;30,00;Beneficiarios de cuentas de la seguridad social;,00;165,08;Fija;192,35;1141,43;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7069- ACTIVOS SALUD 2;7069;Pesos;150000;1000;36;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;104,06;Fija;118,44;793,92;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7066- ACTIVOS-SITOS 2;7066;Pesos;150000;1000;36;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;165,08;Fija;192,35;1141,43;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7047- ACTIVOS CIRCULO SUBOFICIALES POLICIA FEDERAL 1;7047;Pesos;150000;1000;18;8400;12;82;30,00;Empleados públicos;,00;173,05;Fija;192,75;1332,00;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7309- EX CAMBATIENTES 2;7309;Pesos;150000;1000;60;8400;12;82;30,00;Personas humanas Responsables Inscriptos;,00;166,31;Fija;200,22;1058,58;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7323- AMCL - MINISTERIO DE SEGURIDAD;7323;Pesos;300000;1000;60;8400;12;64;30,00;Clientes con cuenta en la entidad;,00;182,73;Fija;219,26;1125,03;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7048- ACTIVOS CIRCULO SUBOFICIALES POLICIA FEDERAL 2;7048;Pesos;150000;1000;36;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;161,32;Fija;188,09;1158,00;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7065- PASIVOS- CREDIFE;7065;Pesos;150000;1000;60;8400;12;82;30,00;Empleados públicos;,00;166,31;Fija;200,22;1058,58;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7014-MERCADO VOLUNTARIO;7014;Pesos;300000;1000;60;8400;12;79;30,00;Empleados públicos;,00;123,20;Fija;162,45;695,45;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7051- ACTIVOS SALUD 3;7051;Pesos;150000;1000;36;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;87,73;Fija;100,01;624,20;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7308- ACTIVOS- MUTUAL ACML 2;7308;Pesos;150000;1000;60;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;149,61;Fija;180,69;987,33;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7019-MERCADO VOLUNTARIO;7019;Pesos;300000;1000;60;8400;12;79;30,00;Empleados públicos;,00;123,20;Fija;162,45;695,45;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7061- ACTIVOS MUPEDUC 2;7061;Pesos;150000;1000;36;8400;12;82;30,00;Empleados públicos;,00;81,32;Fija;94,43;696,27;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7336-CREDIFE VOLUNTARIOS;7336;Pesos;300000;1000;24;8400;12;64;30,00;Empleados públicos;,00;121,12;Fija;155,93;962,10;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7042-SUELDO CLIENTES SELECCIONADOS;7042;Pesos;500000;1000;60;8400;12;79;30,00;Empleados públicos;,00;107,05;Fija;139,93;763,40;Todo el territorio nacional;
426;BANCO BICA S.A.;2019-11-26;7056- ACTIVOS-SITOS 1;7056;Pesos;150000;1000;18;8400;12;82;30,00;Clientes con cuenta en la entidad;,00;181,58;Fija;201,89;1400,00;Todo el territorio nacional;
431;BANCO COINAG S.A.;2019-07-30;PRESTAMOS PERSONALES ESMERALDA;PERSONALES ESMERALDA;Pesos;400000;8000;48;8000;12;74;30,00;Clientes con cuenta en la entidad;3,00;79,62;Fija;103,46;658,18;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
431;BANCO COINAG S.A.;2019-07-30;PRESTAMOS PARA CLIENTES PREMIUM;PERSONALES PREMIUM;Pesos;400000;8000;48;8000;12;74;30,00;Clientes con cuenta en la entidad;3,00;79,62;Fija;103,46;658,18;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
431;BANCO COINAG S.A.;2019-07-30;PRESTAMOS PERSONALES;PERSONALES;Pesos;400000;8000;48;8000;12;74;30,00;Clientes con cuenta en la entidad;3,00;79,62;Fija;103,46;658,18;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
431;BANCO COINAG S.A.;2019-07-30;PRESTAMOS PERSONALES;PERSONALES;Pesos;400000;8000;48;8000;12;74;30,00;Personas humanas Monotributistas;3,00;79,62;Fija;103,46;658,18;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
431;BANCO COINAG S.A.;2019-07-30;PRESTAMOS PERSONALES;PERSONALES;Pesos;400000;8000;48;8000;12;74;30,00;Personas humanas en relación de dependencia;3,00;79,62;Fija;103,46;658,18;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
431;BANCO COINAG S.A.;2019-07-30;PRESTAMOS PERSONALES DIAMANTE;PERSONALES DIAMANTE;Pesos;400000;8000;48;8000;12;74;30,00;Clientes con cuenta en la entidad;3,00;76,23;Fija;98,85;640,79;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
431;BANCO COINAG S.A.;2019-07-30;PRESTAMOS PERSONALES PLAN SUELDO;PERSONALES PLAN SUELDO;Pesos;400000;8000;48;8000;12;74;30,00;Clientes que acrediten sueldos en la entidad;3,00;79,62;Fija;103,46;658,18;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
431;BANCO COINAG S.A.;2019-07-30;PRESTAMOS PERSONALES;PERSONALES;Pesos;400000;8000;48;8000;12;74;30,00;Personas humanas Responsables Inscriptos;3,00;79,62;Fija;103,46;658,18;Todo el territorio nacional;CANCELACION ANTICIPADA CUANDO SE REALICE DENTRO DE 180 DIAS CORRIDOS  DE SU OTORGAMIENTO O DENTRO DE LA PRIMER CUARTA PARTE DEL PLAZO
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMO OTERO;UOLE;Pesos;20000;1;24;1500;12;70;40,00;Personas humanas en relación de dependencia;,00;173,78;Fija;234,83;873,67;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Personas humanas Monotributistas;,00;228,67;Fija;316,04;930,63;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMO OTERO;UOLE;Pesos;20000;1;24;1500;12;70;40,00;Empleados públicos;,00;173,78;Fija;234,83;873,67;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Personas humanas Responsables Inscriptos;,00;228,67;Fija;316,04;930,63;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMO OTERO;UOLE;Pesos;20000;1;24;1500;12;70;40,00;Personas humanas Monotributistas;,00;173,78;Fija;234,83;873,67;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Clientes que acrediten sueldos en la entidad;,00;228,67;Fija;316,04;930,63;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Personas humanas en relación de dependencia;,00;228,67;Fija;316,04;930,63;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMO OTERO;UOLE;Pesos;20000;1;24;1500;12;70;40,00;Personas humanas Responsables Inscriptos;,00;173,78;Fija;234,83;873,67;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMOS PERSONALES;PP;Pesos;30000;1;24;1500;12;70;30,00;Clientes con cuenta en la entidad;,00;228,67;Fija;316,04;930,63;Todo el territorio nacional;
432;BANCO DE COMERCIO S.A.;2019-12-13;PRESTAMO OTERO;UOLE;Pesos;20000;1;24;1500;12;70;40,00;Beneficiarios de cuentas de la seguridad social;,00;173,78;Fija;234,83;873,67;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2019-10-01;PRESTAMOS EN EFECTIVO;EFECTIVO;Pesos;240000;1000;60;800;6;84;35,00;Empleados públicos;6,00;435,80;Fija;641,48;1790,13;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2019-10-01;PRESTAMOS EN EFECTIVO;EFECTIVO;Pesos;240000;1000;60;800;6;84;35,00;Personas humanas en relación de dependencia;6,00;435,80;Fija;641,48;1790,13;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2019-10-01;CONSUMO;CONSUMO;Pesos;80000;1000;48;800;6;84;25,00;Personas humanas Responsables Inscriptos;10,00;435,80;Fija;641,48;1790,70;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2019-10-01;PRESTAMOS EN EFECTIVO;EFECTIVO;Pesos;240000;1000;60;800;6;84;35,00;Personas humanas Monotributistas;6,00;435,80;Fija;641,48;1790,13;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2019-10-01;CONSUMO;CONSUMO;Pesos;80000;1000;48;800;6;84;25,00;Personas humanas Monotributistas;10,00;435,80;Fija;641,48;1790,70;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2019-10-01;PRESTAMOS EN EFECTIVO;EFECTIVO;Pesos;240000;1000;60;800;6;84;35,00;Personas humanas Responsables Inscriptos;6,00;435,80;Fija;641,48;1790,13;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2019-10-01;CONSUMO;CONSUMO;Pesos;80000;1000;48;800;6;84;25,00;Personas humanas en relación de dependencia;10,00;435,80;Fija;641,48;1790,70;Todo el territorio nacional;
44077;COMPAÑIA FINANCIERA ARGENTINA S.A.;2019-10-01;CONSUMO;CONSUMO;Pesos;80000;1000;48;800;6;84;25,00;Empleados públicos;10,00;435,80;Fija;641,48;1790,70;Todo el territorio nacional;
